CustomerID,Name,Surname,Gender,Age,Region,Job Classification,Date Joined,Balance
100000087,Timothy Jackson,White,Male,41,Wyoming,Other,16.Mar.15,4846.57
100000088,Elizabeth May,Piper,Female,24,Utah,White Collar,16.Mar.15,71571.52
100000089,Joshua Jackson,Ellison,Female,24,Wisconsin,White Collar,16.Mar.15,42409.89
100000090,Katherine Foley,Henderson,Female,35,Kansas,White Collar,16.Mar.15,4194.57
100000091,Jeffrey Decker,Reid,Male,35,Massachusetts,White Collar,16.Mar.15,75613.68
100000092,Carly Cox,Forsyth,Female,26,New York,White Collar,16.Mar.15,28587.08
100000093,Justin Frey,Peake,Male,23,Michigan,White Collar,16.Mar.15,14699.05
100000094,Kevin Roach,Davies,Female,38,Rhode Island,Other,16.Mar.15,44034.26
100000095,Amber Davis,Knox,Female,30,Louisiana,White Collar,16.Mar.15,55046.35
100000096,Matthew Tapia,Slater,Male,28,Wisconsin,White Collar,16.Mar.15,67479.01
100000097,Edward Clarke,Wallace,Female,38,Delaware,Blue Collar,16.Mar.15,61890.85
100000098,Carly Leonard,Johnston,Female,36,Alabama,White Collar,16.Mar.15,1430.6
200000099,Matthew Le,May,Male,40,Pennsylvania,Blue Collar,16.Mar.15,5456.86
200000100,Lisa Johnson,Robertson,Female,56,South Dakota,Other,16.Mar.15,13251.27
200000101,Laura Higgins,Lewis,Male,51,Florida,Blue Collar,16.Mar.15,119014.87
200000102,Daniel Adams,Piper,Female,44,Washington,White Collar,16.Mar.15,18829.79
200000103,Abigail Holt,Powell,Female,55,New York,White Collar,16.Mar.15,35939.04
200000104,Nicholas Mitchell,McDonald,Female,57,Utah,Other,16.Mar.15,22686.0
200000105,Tiffany David,Ross,Male,48,Oklahoma,White Collar,16.Mar.15,85108.08
200000106,Ashley Arroyo,Bond,Female,54,Nebraska,Other,16.Mar.15,44973.03
200000107,Jason Anderson,Wilson,Male,36,North Carolina,Blue Collar,16.Mar.15,12616.44
200000108,Sarah Potts,Quinn,Male,48,Illinois,Blue Collar,16.Mar.15,23910.87
200000109,Matthew Zimmerman,Forsyth,Male,63,Rhode Island,Other,16.Mar.15,73461.71
200000110,Ryan Chang,Jones,Male,63,Virginia,Blue Collar,16.Mar.15,26474.23
300000111,Aaron Moses,Robertson,Female,25,Pennsylvania,Other,16.Mar.15,70799.64
300000112,Rebecca Washington,Paterson,Male,26,Tennessee,White Collar,16.Mar.15,20627.65
400000113,Amanda Glass,Hardacre,Male,29,Hawaii,White Collar,16.Mar.15,82229.52
400000114,Vanessa Smith,Mills,Female,18,Vermont,Other,16.Mar.15,51171.29
400000115,Erica Jordan,Oliver,Female,43,Arkansas,Blue Collar,16.Mar.15,37889.38
100000116,Joanna White,Johnston,Female,36,New Mexico,Other,19.Mar.15,21806.3
100000117,Steve Hawkins,McGrath,Female,40,Montana,Other,25.Mar.15,12415.5
200000118,Lawrence Scott,McGrath,Male,52,North Carolina,Other,28.Mar.15,67682.92
100000119,Theodore Strickland,Lyman,Female,18,Ohio,White Collar,31.Mar.15,33524.41
100000120,Roger Rodriguez MD,Dickens,Female,31,Indiana,White Collar,31.Mar.15,136370.38
100000121,Nathan Sawyer,Slater,Male,37,North Carolina,White Collar,31.Mar.15,39159.35
100000122,Brandon Graham,Payne,Male,25,New Jersey,Other,31.Mar.15,3738.1
100000123,Molly Jones MD,Short,Male,50,Delaware,White Collar,31.Mar.15,43234.21
100000124,Samantha Gutierrez,Black,Male,39,South Dakota,Other,01.Apr.15,111149.47
100000125,Felicia Alvarado,MacDonald,Male,27,Missouri,White Collar,01.Apr.15,12312.49
100000126,Mark Bauer,Blake,Male,42,Georgia,White Collar,01.Apr.15,55661.5
100000127,Susan Norton,Fraser,Female,27,Arkansas,White Collar,01.Apr.15,10481.48
100000128,Calvin Blake,Berry,Female,41,West Virginia,White Collar,01.Apr.15,4347.79
100000129,John Davidson,Pullman,Male,47,Utah,White Collar,01.Apr.15,15093.04
100000130,Patricia Brown,MacLeod,Female,27,Arizona,White Collar,01.Apr.15,27738.77
100000131,Todd Duran,Wright,Female,41,Maryland,White Collar,01.Apr.15,27557.08
100000132,Joseph Harris,Marshall,Male,20,New Mexico,Blue Collar,01.Apr.15,9578.65
100000133,Erik Howard,Bower,Female,38,Kansas,White Collar,02.Apr.15,40456.97
100000134,John Chung,Powell,Male,34,West Virginia,Blue Collar,02.Apr.15,44744.24
100000135,Bethany Steele,King,Male,42,Colorado,White Collar,02.Apr.15,56652.56
100000136,James Cole,Mackenzie,Male,26,Alabama,White Collar,02.Apr.15,12994.18
100000137,Kathryn Mooney,Wallace,Female,43,Idaho,White Collar,02.Apr.15,42207.46
100000138,Andrew Watson,Hemmings,Male,37,Ohio,White Collar,02.Apr.15,10704.25
100000139,Alexander Odom,Rampling,Female,40,Arizona,White Collar,02.Apr.15,57140.07
200000140,Sarah Duncan,Harris,Male,57,Ohio,Blue Collar,02.Apr.15,40510.36
100000141,Lauren Parker,Wright,Female,45,Georgia,White Collar,03.Apr.15,36584.21
100000142,Melinda Barrett,Russell,Male,23,New Hampshire,White Collar,03.Apr.15,10249.56
100000143,Richard Levy DDS,Ball,Male,45,Idaho,Other,03.Apr.15,40379.31
100000144,Karen Tucker,Bell,Male,26,Tennessee,White Collar,03.Apr.15,4539.24
100000145,Joshua Little,Ball,Male,37,Maine,White Collar,04.Apr.15,89120.92
100000146,Jason Underwood,Gray,Male,41,South Dakota,White Collar,05.Apr.15,51707.8
100000147,Ryan Middleton,Metcalfe,Male,33,Colorado,White Collar,05.Apr.15,4940.82
100000148,Jennifer Taylor,Ogden,Female,37,Alabama,White Collar,05.Apr.15,48405.93
100000149,Leslie Perry,Davies,Male,33,Iowa,White Collar,05.Apr.15,32467.1
100000150,Alexandria Johnson,Lee,Female,29,South Dakota,White Collar,05.Apr.15,4020.51
100000151,Hayden Howard,Grant,Male,33,Nevada,White Collar,05.Apr.15,5160.27
100000152,Catherine Thomas,Metcalfe,Male,32,Pennsylvania,White Collar,05.Apr.15,51576.88
100000153,Erik Christensen,Oliver,Female,36,North Carolina,White Collar,05.Apr.15,57019.91
100000154,Daniel Cabrera,Powell,Male,46,Arkansas,White Collar,05.Apr.15,57365.32
100000155,Brad Rubio,Arnold,Male,33,South Dakota,Blue Collar,05.Apr.15,1455.6
100000156,Laurie Weiss,Roberts,Male,24,Indiana,Other,05.Apr.15,36256.2
100000157,Mary Sutton,Cornish,Male,32,New Jersey,White Collar,05.Apr.15,24927.39
100000158,James Mcmahon,Powell,Male,26,Vermont,White Collar,05.Apr.15,1009.69
100000159,Kelsey Harrison,Lawrence,Male,30,Pennsylvania,White Collar,05.Apr.15,21871.43
100000160,Annette Weber,Walker,Male,38,New York,White Collar,05.Apr.15,7602.94
100000161,Geoffrey Turner,Powell,Female,42,Michigan,White Collar,05.Apr.15,2337.0
100000162,Rachel Hill,Peters,Female,36,Montana,Other,05.Apr.15,61541.83
100000163,Anthony Schneider,Morgan,Female,39,Wyoming,White Collar,05.Apr.15,4120.66
200000164,Ronald Johnson,Walsh,Female,59,Hawaii,Other,05.Apr.15,67524.87
200000165,Candice Dudley,Harris,Male,52,Oregon,Blue Collar,05.Apr.15,4371.98
200000166,Lauren Lucas,Mitchell,Male,51,New York,Blue Collar,05.Apr.15,10229.63
300000167,Sandra Cole,Ross,Male,24,New York,Blue Collar,05.Apr.15,19064.65
300000168,Madeline Todd,Wilson,Female,30,Alaska,White Collar,05.Apr.15,30846.82
100000169,Jeffery Bond,Mills,Male,39,North Dakota,Blue Collar,06.Apr.15,71396.66
100000170,Drew Leach,Morrison,Female,32,Kansas,Other,06.Apr.15,3290.79
100000171,Jonathan Kirk,Hughes,Male,38,North Carolina,White Collar,06.Apr.15,13181.22
100000172,Micheal Arias,Greene,Male,42,Wisconsin,Blue Collar,06.Apr.15,62923.29
100000173,Tiffany Bautista,Thomson,Female,26,Maine,White Collar,06.Apr.15,93353.93
100000174,Thomas Robertson,Glover,Female,31,North Dakota,White Collar,06.Apr.15,46078.71
100000175,Brandon Martinez,Stewart,Male,31,Kentucky,White Collar,06.Apr.15,15986.62
100000176,William Merritt,Gill,Female,25,Massachusetts,White Collar,06.Apr.15,27384.85
100000177,Claudia Marshall,Bailey,Male,35,Oklahoma,White Collar,06.Apr.15,70349.32
100000178,Isaiah Griffin,Piper,Male,33,Wisconsin,Blue Collar,06.Apr.15,60748.04
100000179,Caroline Gonzalez,Metcalfe,Male,24,Nevada,Blue Collar,06.Apr.15,52862.29
400000180,Barbara Lester,Bower,Male,29,Louisiana,Blue Collar,06.Apr.15,20516.51
100000181,Beth Williams,Watson,Female,32,Iowa,White Collar,07.Apr.15,99806.54
100000182,Molly Perry,Ball,Male,36,California,White Collar,07.Apr.15,21236.23
100000183,Cynthia Schaefer,Piper,Male,31,Missouri,White Collar,07.Apr.15,115312.87
100000184,Todd Garrett,McGrath,Male,33,Alaska,Other,07.Apr.15,80564.87
100000185,Beverly Nicholson,Short,Male,40,Delaware,Other,07.Apr.15,21351.4
200000186,Jack Stewart,Ellison,Female,51,West Virginia,Other,07.Apr.15,58953.83
100000187,Jacqueline Bowman,Parr,Female,46,Alaska,White Collar,08.Apr.15,40685.39
100000188,Lisa Holland,Mathis,Female,29,Louisiana,White Collar,08.Apr.15,22659.88
100000189,Andrew Turner,Morrison,Female,40,Colorado,White Collar,08.Apr.15,9431.04
100000190,Jillian Harris,Avery,Female,25,New Hampshire,Other,08.Apr.15,58714.66
200000191,Brandon Martin,Fisher,Male,51,Massachusetts,Blue Collar,08.Apr.15,1239.6
100000192,Amy Baker,Blake,Male,39,North Carolina,White Collar,09.Apr.15,48396.17
100000193,Brooke Sullivan,Wright,Female,44,Washington,Other,10.Apr.15,12283.3
100000194,Daniel Rodriguez,McGrath,Male,40,Kentucky,White Collar,10.Apr.15,29331.41
100000195,Richard Tran,Young,Female,35,Arizona,White Collar,10.Apr.15,16390.11
100000196,Jasmine Barnett,Slater,Female,32,Nebraska,White Collar,10.Apr.15,87203.66
100000197,Toni Burton,Ross,Male,38,Louisiana,Blue Collar,11.Apr.15,3141.6
100000198,James Simmons,North,Male,29,South Carolina,White Collar,11.Apr.15,2299.26
100000199,Jason Fox,Terry,Female,31,New Jersey,Blue Collar,11.Apr.15,44162.06
100000200,Jessica Moore,Mackenzie,Female,47,Alabama,White Collar,11.Apr.15,90868.86
100000201,Thomas Wright,Dickens,Male,34,Maine,Other,12.Apr.15,37985.15
100000202,Jay Velez,Underwood,Female,37,Utah,White Collar,12.Apr.15,54630.38
100000203,William Williams,Arnold,Female,40,Connecticut,White Collar,12.Apr.15,60648.52
100000204,Penny Edwards,Vance,Female,26,Ohio,White Collar,12.Apr.15,18894.19
100000205,Benjamin Brown,Lee,Female,25,Mississippi,Blue Collar,12.Apr.15,79603.36
100000206,Rebecca Brown,Short,Female,36,Louisiana,White Collar,12.Apr.15,109026.81
100000207,John Jones,Berry,Male,41,Michigan,White Collar,12.Apr.15,73998.37
100000208,Stephen Jacobs,Lewis,Male,39,Massachusetts,White Collar,12.Apr.15,3734.24
100000209,Dale Hernandez,Sharp,Male,39,Nevada,Blue Collar,12.Apr.15,23322.33
200000210,Courtney Adams,Rutherford,Male,44,Vermont,Blue Collar,12.Apr.15,64482.16
100000211,John Bell,Wright,Male,39,South Dakota,White Collar,13.Apr.15,52505.16
100000212,Jerry Cruz,North,Male,34,Washington,White Collar,13.Apr.15,16569.82
100000213,Justin Adams,Grant,Female,29,New York,Blue Collar,13.Apr.15,21065.22
100000214,Daniel Jones,McDonald,Female,21,Alaska,Other,13.Apr.15,13487.9
100000215,Patrick Stanton,Murray,Male,39,Arkansas,Blue Collar,13.Apr.15,34338.84
100000216,Stephanie Walton,Turner,Male,38,Illinois,White Collar,13.Apr.15,48146.54
100000217,Megan Bennett,Hart,Female,28,Washington,White Collar,13.Apr.15,27008.87
100000218,Austin Lewis,Grant,Female,29,Delaware,White Collar,14.Apr.15,29907.72
100000219,Cynthia Beck DDS,Ince,Male,25,South Dakota,White Collar,14.Apr.15,31660.86
100000220,Christopher Martin,Simpson,Female,38,Kentucky,Other,14.Apr.15,33509.17
100000221,Kaitlin Jimenez,Arnold,Female,45,Wyoming,Blue Collar,14.Apr.15,2575.63
100000222,Henry Lee,Morrison,Female,33,Arkansas,White Collar,14.Apr.15,4072.58
100000223,Jason Simmons,Langdon,Male,32,Delaware,White Collar,14.Apr.15,15375.41
100000224,Kayla Murillo,Baker,Male,43,Missouri,White Collar,14.Apr.15,18103.72
100000225,Joel Wilson,White,Male,31,Florida,White Collar,14.Apr.15,63230.57
100000226,Judith Rowland,Fraser,Male,40,Vermont,White Collar,14.Apr.15,9875.43
100000227,Kayla Douglas,Gill,Male,29,Pennsylvania,Other,15.Apr.15,106172.13
100000228,Joshua Hawkins,Howard,Female,37,Tennessee,White Collar,15.Apr.15,4611.5
100000229,Elizabeth Rodgers,Johnston,Female,36,New Jersey,White Collar,15.Apr.15,42635.27
100000230,James Yates,Terry,Male,42,Maryland,White Collar,15.Apr.15,51923.76
100000231,Steve Schmidt,McGrath,Female,45,Missouri,White Collar,15.Apr.15,39249.25
100000232,Dr. Daniel Mcdonald DDS,King,Male,41,Georgia,Blue Collar,15.Apr.15,57762.79
100000233,Scott Fuller,Pullman,Male,42,Pennsylvania,White Collar,16.Apr.15,63869.71
100000234,Jo Hickman,Mackay,Male,42,Mississippi,White Collar,16.Apr.15,10199.66
100000235,Jessica Lopez,James,Female,40,Wisconsin,White Collar,16.Apr.15,47518.92
100000236,Christopher Nelson,Blake,Female,43,Iowa,White Collar,16.Apr.15,25542.15
100000237,Miss April Sanchez,Hudson,Female,43,North Carolina,White Collar,16.Apr.15,23887.45
300000238,Douglas Wilkins,Miller,Female,27,Nevada,Other,16.Apr.15,39264.03
100000239,Matthew Parsons,Welch,Female,35,Alabama,White Collar,17.Apr.15,11880.47
100000240,Angela Richards,Baker,Male,32,South Carolina,White Collar,17.Apr.15,50658.95
100000241,Robert Glover,Powell,Male,43,Maine,White Collar,17.Apr.15,14946.79
100000242,Adam Rogers,Rees,Female,34,Oregon,Blue Collar,17.Apr.15,57148.41
100000243,Kimberly Mejia,Davies,Male,47,New York,Blue Collar,17.Apr.15,116144.95
100000244,Jason Harvey,Short,Male,39,Pennsylvania,White Collar,17.Apr.15,45135.16
100000245,Theresa Moore,Graham,Male,31,North Dakota,White Collar,17.Apr.15,9867.56
100000246,James Gilbert,Paterson,Male,30,Massachusetts,White Collar,17.Apr.15,4442.71
100000247,Tanya Johnson,Dickens,Female,33,Kansas,White Collar,17.Apr.15,14380.27
100000248,Andrew Lopez,Miller,Male,37,Minnesota,White Collar,17.Apr.15,4263.53
100000249,Ryan Gilbert,Bower,Male,43,Arkansas,White Collar,17.Apr.15,32667.33
100000250,David Huang,Mathis,Female,30,New York,Blue Collar,17.Apr.15,13407.54
100000251,Matthew Wright,Jones,Female,33,Texas,White Collar,17.Apr.15,57127.03
100000252,John Allison,Lyman,Male,30,Maine,White Collar,17.Apr.15,74588.31
100000253,Amy Dunlap,Ball,Female,29,Rhode Island,White Collar,17.Apr.15,41237.66
100000254,Angela Lozano MD,Rees,Male,34,Michigan,White Collar,17.Apr.15,20276.52
100000255,Holly Davis,Henderson,Female,36,Minnesota,Blue Collar,17.Apr.15,20379.0
200000256,Christopher Brown,Peake,Male,46,Georgia,Blue Collar,17.Apr.15,29487.25
200000257,Melissa Hicks,Underwood,Male,36,Nebraska,Blue Collar,17.Apr.15,79483.58
200000258,Philip Quinn,McGrath,Male,54,Texas,Other,17.Apr.15,2112.92
200000259,Pamela Lopez,Taylor,Female,50,Alaska,Other,17.Apr.15,18160.49
200000260,Sheila Martinez,Walsh,Male,45,Florida,Blue Collar,17.Apr.15,26059.74
200000261,Kaitlyn Erickson DVM,Howard,Male,47,Louisiana,Blue Collar,17.Apr.15,19177.31
200000262,Anne Watson,Clarkson,Female,59,New Mexico,Other,17.Apr.15,23550.89
200000263,Mary Bailey,Marshall,Female,41,Kentucky,Other,17.Apr.15,87758.52
200000264,Daniel Martinez,Davies,Female,48,Ohio,Other,17.Apr.15,10577.52
200000265,Trevor Randolph,Sanderson,Male,52,Arizona,Blue Collar,17.Apr.15,45213.63
200000266,Sarah Willis,Oliver,Female,28,Virginia,Other,17.Apr.15,13162.58
200000267,Sara Curtis,MacLeod,Male,55,Missouri,Other,17.Apr.15,36993.45
300000268,Theresa Mckenzie,Oliver,Male,28,Oklahoma,Blue Collar,17.Apr.15,67180.28
300000269,Heather Leonard,Powell,Female,42,Montana,Other,17.Apr.15,44094.63
300000270,John Collins,Black,Female,63,Alaska,Other,17.Apr.15,27020.99
300000271,Jeff Matthews,Abraham,Male,30,Massachusetts,White Collar,17.Apr.15,28912.8
400000272,John May,Blake,Female,25,Alaska,White Collar,17.Apr.15,48997.63
100000273,Andrea Hanna,Skinner,Male,41,Montana,White Collar,18.Apr.15,41250.67
100000274,Steven Wilson,Russell,Female,34,New Mexico,Other,18.Apr.15,111818.28
100000275,Christopher Chan,Avery,Male,42,Wyoming,White Collar,19.Apr.15,10114.95
100000276,Angela Coleman,Miller,Male,30,North Dakota,Blue Collar,19.Apr.15,14034.12
100000277,Eric Stephens,Arnold,Female,37,Louisiana,White Collar,19.Apr.15,57574.38
100000278,Kelly Trujillo,Vaughan,Female,30,Maryland,Blue Collar,19.Apr.15,71596.18
100000279,Ashley Pierce,Alsop,Male,42,Oregon,White Collar,19.Apr.15,32187.62
100000280,Jacob Dixon,Ogden,Female,31,Alaska,Other,19.Apr.15,717.13
100000281,Cody Caldwell,Parsons,Male,37,Iowa,Blue Collar,19.Apr.15,103875.81
100000282,Darin Phillips,Marshall,Female,29,Hawaii,White Collar,20.Apr.15,70403.65
100000283,Kristi Hurley,Smith,Female,34,Colorado,White Collar,20.Apr.15,12559.26
100000284,Steven Sharp,Hughes,Female,30,Kansas,White Collar,20.Apr.15,7136.47
100000285,William Garcia,Black,Male,34,Alaska,White Collar,21.Apr.15,51792.13
100000286,Elizabeth Blair DDS,Lambert,Female,31,Louisiana,Other,21.Apr.15,96203.49
100000287,Ashley Medina,Lyman,Male,41,Massachusetts,White Collar,21.Apr.15,64731.46
100000288,Erin Anderson,King,Male,37,Montana,White Collar,21.Apr.15,37857.0
100000289,Jason Boyer,Peake,Female,32,Tennessee,White Collar,22.Apr.15,51470.09
100000290,David Webb,May,Male,40,Mississippi,White Collar,22.Apr.15,70357.61
100000291,Beth Carson,Quinn,Female,21,Vermont,White Collar,22.Apr.15,5470.79
100000292,Richard Smith,Glover,Female,40,Indiana,White Collar,22.Apr.15,25248.37
100000293,Vanessa Kent,Bond,Male,45,Utah,Other,22.Apr.15,65116.98
100000294,Scott Fuentes,Morgan,Male,27,Vermont,Other,22.Apr.15,23668.42
200000295,Lori Simmons,Thomson,Male,45,North Dakota,Blue Collar,22.Apr.15,16423.75
100000296,Darren Benjamin,Clarkson,Female,31,New Hampshire,White Collar,23.Apr.15,50533.23
100000297,Marcus Delacruz,Thomson,Female,33,North Dakota,White Collar,23.Apr.15,152.91
100000298,Mark Mckee,James,Female,26,Indiana,White Collar,23.Apr.15,14758.38
100000299,Jennifer Gentry,Johnston,Female,40,Texas,White Collar,23.Apr.15,14730.54
200000300,Mark Cruz,Smith,Male,53,South Carolina,Blue Collar,23.Apr.15,64309.53
200000301,Ashley Thompson,Robertson,Male,41,Vermont,Blue Collar,23.Apr.15,99190.79
300000302,Tanya Palmer,Wilkins,Male,30,Illinois,Blue Collar,23.Apr.15,13597.9
100000303,David Burke,Russell,Male,42,North Dakota,Blue Collar,24.Apr.15,122903.78
100000304,Anthony Stevens,Jackson,Female,42,New Mexico,White Collar,24.Apr.15,30474.69
100000305,Brandon Martin,Springer,Male,29,New Hampshire,White Collar,24.Apr.15,8802.24
100000306,Brian White,Grant,Male,32,Colorado,White Collar,24.Apr.15,60487.89
